address,holding,name,tel_email
"
                            391154,                             Рязанская обл., Пронский район, пос. Орловский, ул. Центральная, д. 40                        ",,"
				Орловское, ООО							","+7 (910) 9039477,olga.2307@bk.ru"
"
                                                        Республика Мордовия, Зубово-Полянский район, Нововыселский, с Новые Выселки                        ",,"
				Сорокина Н. В. ИП ГКФХ 							",
"
                            346710,                             Ростовская обл., Аксайский район, пос. Российский, ул. Ленина, д. 13                        ",,"
				Аксайское молоко, ООО							","+7 (86350) 51133, +7 (86350) 34506, +7 (988) 5309607, +7 (86350) 25660"
,,,
"
                            175104,                             Новгородская обл., Волотовский район, д Взгляды                        ",,"
				Октябрьский, СПК							",+7 (816) 6267720
"
                            303374,                             Орловская обл., Малоархангельский район, с. Дубовик                        ",,"
				Дубовицкий, СПК							","+7 (486) 7926617,7022612@mail.ru"
"
                                                        Ленинградская область, Приозерский район, поселок Солнечное                        ",,"
				Урожайное, КФХ							",
"
                            678359,                             Саха /Якутия/ респ., Усть-Алданский у, с. Танда, ул. Героя Егорова, д. 45                        ",,"
				Танда, СПК							","+7 (41161) 25189, +7 (826) 6125189 , +7 (9) 006125189"
"
                            390515,                             Рязанская обл., Рязанский район, с. Кораблино                        ",,"
				Клен-1, ООО Фирма							",+7 (4912) 426127
"
                            175032,                             Новгородская обл., Солецкий район, д Ситня, ул. Зеленая, д. 5                        ",,"
				Шелонь, ООО							","+7 (812) 4309898 , +7 (812) 4309848"
"
                            174591,                             Новгородская обл., Хвойнинский район, д Боровское, ул. Денисова, д. 1                        ",,"
				Молодильно, ООО							",+7 (921) 1924293
"
                                                        Республика Алтай, Майминский район, с Кызыл-Озек                        ",,"
				Колпашников Александр Николаевич, ИП							",
"
                            164143,                             Архангельская область, Каргопольский район, д Петровская                        ",,"
				Штурм, ООО							","(81841) 4-21-46,ooo-shturm@rambler.ru"
"
                                                        Краснодарский край, станица Павловская                        ",,"
				Молочно-товарная ферма ""КубаньХолдинг"" 							",
"
                            157784,                             Костромская обл, Октябрьский район, с. Луптюг, ул. Советская, д. 91                        ",,"
				ЯрКамп-Агро, ООО							","+7 (910) 9764042 , +7 (494) 2323884 , +7 (49451) 26144"
"
                                                        Костромская обл., Сусанинский р-н, д.Сокирино                        ",,"
				Шумкин Владимир Николаевич, КФХ ИП							",73333@bk.ru
"
                            175443,                             Новгородская обл., Валдайский район, д Любница, ул. Молодежная, д. 79                        ",,"
				Любница, СПК							",+7 (816) 6641410
"
                                                        Краснодарский край, Каневской район, ст-ца Привольная, ул. 60 лет ВЛКСМ, д. 113                        ",,"
				Агротэк, ООО							",+7 (861) 6448671
"
                            391233,                             Рязанская обл., Кораблинский район, с. Курбатово, ул. Цветочная, д. 12                        ",,"
				Курбатовское, ООО							",+7 (49143) 91268
"
                            678611,                             Саха /Якутия/ респ., Амгинский у, с. Болугур, ул. Ленина, д. 49                        ",,"
				Болугур, СХПК							",+7 (41142) 23310
"
                                                        Псковская область, Дворцы                         ",,"
				Глушенков, КФХ							",
"
                            390509,                             Рязанская обл., Рязанский район, с. Льгово, ул. Колхозная, д. 22                        ",,"
				Прио-ресурс, ООО Агрофирма							",
"
                            671300,                             Республика Бурятия, Заиграевский район, с. Тодогто,                         ","В составе холдинга «Надежда, ТД»","
				Надежда, СПК ООО				,			","8-983-4206699, 8-3012-424190,buh-tdn@yandex.ru"
"
                            446351,                             Самарская обл., Кинель-Черкасский район, с. Кинель-Черкассы, ул. Чкалова, д. 82                        ",,"
				Золотое руно, ООО СХП							",+7 (84660) 40963
"
                            155033,                             Ивановская обл., Тейковский район, с. Елховка                        ",В составе холдинга «Государственная собственность»,"
				Сокатовский, МУП				,			","+7 (49343) 48322,elhovka2011@yandex.ru"
"
                            678373,                             Саха /Якутия/ респ., Усть-Алданский у, с. Бейдинга, ул. Мичурина Ивана Владимировича, д. 16 корп. 1                        ",,"
				Бэйдинэ, СХПЖК							",+7 (411) 6128322
"
                            391123,                             Рязанская обл., Рыбновский район, с. Житово, ул. Садовая, д. 26                        ","В составе холдинга «РУСЬ, ООО АПК»","
				Эко-Русь, ООО				,			",+7 (926) 0007873
"
                            165683,                             Архангельская обл., Вилегодский район, с. Слобода                        ",,"
				Слобода, СПК							",+7 (818) 4346146
"
                            155620,                             Ивановская обл., Палехский район, пос. Палех, ул. Лагерная, д. 12                        ",,"
				Палехский-Агро, СПК (колхоз)							","+7 (49334) 21067, Факс +7 (49334) 22021"
"
                            671614,                             Бурятия респ., Баргузинский район, с. Читкан, ул. Школьная, д. 30                         ",,"
				Водолей, ООО							","+7 (30131) 41882,panfildr@mail.ru"
"
                            446332,                             Самарская обл., Кинель-Черкасский район, пос. Садгород                        ",,"
				НОТА, СХП ООО							",+7 (846) 2252692
"
                            175332,                             Новгородская обл., Демянский район, д Чёрный Ручей                        ",,"
				Луженское, ООО							",(921) 693-67-53
"
                            155553,                             Ивановская обл., Приволжский район, с. Ингарь, ул. Спортивная, д. 16                        ",В составе холдинга «Государственная собственность»,"
				Волжский, МУП				,			",+7 (493) 3932442
"
                            606621,                             Нижегородская обл., г. Семенов, д. Полом                          ","В составе холдинга «Залесное, ООО»","
				Нива, ООО				,			",+7 (83162) 32118
"
                            353066,                             Краснодарский край, Белоглинский район, х Меклета, ул. 60 лет СССР, д. 279                        ",,"
				Красная звезда, ОАО							","+7 (86154) 96175,krzvesda@mail.kuban.ru"
"
                            391321,                             Рязанская обл., Касимовский район, с. Погост                        ",,"
				Бельки, ООО							","+7 (49131) 92336 , +7 (491) 3122356,ooobelki@mail.ru"
"
                            182025,                             Псковская обл., Куньинский район, д Ущицы                        ",,"
				Ущицы, СПК							",+7 (81149) 94131
"
                            249920,                             Калужская область, Юхновский район, д. Обидино                        ",,"
				Кравец С. С., ИП КФХ							", 8 (905) 640-42-32
"
                                                        Респ. Тыва, Чеди-Хольский кожуун, с. Чал-Кежиг, ул. Почтовая, д. 19                        ",,"
				Оюн Чечен Хурен-Дашовна ГКФХ ИП							","8 (923) 263-03-56, +7(923)3815028,OunCHHD@Tuva.ru"
,,,
"
                            429707,                             Чувашская Республика - Чувашия, Ибресинский район, д. Чувашские Тимяши, ул. Колхозная, д. 1                        ",,"
				Агрофирма Империя, ООО							",+7 (835) 3827237
"
                            396884,                             Воронежская обл., Нижнедевицкий район, с. Хвощеватовка, ул. Центральная, д. 5                        ",,"
				Хвощеватовское, ООО СП							","+7 47370 7 21 25,pure9891@rambler.ru"
"
                            182200,                             Псковская обл., Новосокольнический район, д Захарино                        ",,"
				Захаринский, ООО СПК							",+7 (811) 4421403
"
                            157860,                             Костромская обл., Судиславский район, пос. Дружба, ул. Дорожная, д. 5                        ",,"
				Судиславль, ЗАО							","+7 (49433) 97242, +7 (49433) 32663, +7 (49433) 97163 "
"
                            182686,                             Псковская обл., Дновский район, д Гаврово                        ",,"
				Светоч, СПК							","+7 (81135) 24442 , +7 (81135) 24489"
"
                            628211,                             ХМАО, п Лиственичный, р-н Кондинский, ул Космонавтов, д. 1, корп. В                        ",,"
				Чурилович Ф.В., КФХ							","+7(902)2735797,churilovich.fedor@mail.ru"
"
                            391523,                             Рязанская обл., Шиловский район, с. Мосолово                        ",,"
				Мосолово, ООО							","+7 (491) 3624240 , +7 (49136) 4368"
"
                            352184,                             Краснодарский край, Гулькевичский район, х Тысячный, ул. 30 лет Победы, д. 12                        ",,"
				Тысячный, ООО Агрофирма							","+7 (86160) 96347 , +7 (86160) 96278"
"
                            352147,                             Краснодарский край, Кавказский район, ст-ца Казанская, ул. Красная, д. 237                        ",,"
				Родина, ООО СК							",+7 (86193) 25446
,,"
				Мир, ООО							",
"
                            182634,                             Псковская обл., Порховский район, д. Паникша                        ",,"
				Свобода, СХПК							","+7 (81134) 75314 , +7 (81134) 75324 , +7 (921) 0014550,
                                ,
                                ,
                            "
"
                            422418,                             Россия, Республика Татарстан, Буинский район, с. Кайбицы, ул. Центральная, 1                        ","В составе холдинга «Ак Барс, холдинговая компания АО »","
				Авангард, ООО (РТ)				,			","+7 (83474) 42676 , +7 (83474) 42677,
                            ,
                        ,avangard_buinsk@mail.ru"
"
                            157927,                             Костромская обл., Островский район, д Киленки                        ",,"
				Юрьево, СПК							",+7 (920) 3856619
"
                            684021,                             Камчатский край, Елизовский район, с. Коряки, ул. Колхозная, д. 20                        ",,"
				Кам-Агро, СХПК							",+7 (41531) 45153
"
                            164260,                             Архангельская обл., Плесецкий район, рабочий пос. Плесецк, ул. Гагарина, д. 37 оф. 1                        ",,"
				Плесецк Агро, ООО СХО							","+7 (81832) 74745, Факс +7 (81832) 71752"
"
                                                        Псковская область, Дедовичи                        ",,"
				Вавилов А.Е., КФХ							",
"
                            429371,                              Чувашская республика - Чувашия, Батыревский район, д Яншихово, Колхозная ул, д 17                        ",,"
				Агрофирма Заря, ООО							",
"
                            163502,                             Архангельская обл., Приморский район, пос. Уемский, ул. Большесельская, д. 84А                        ",,"
				Буренка, ООО							","+7 (818) 2222019, Факс +7 (818) 2602861,burenka@mail.ru"
"
                            307119,                              Курская обл., Фатежский район, д Басовка                        ",,"
				Колос, ООО							","+7 (471) 4421048 , +7 (47144) 21635"
"
                            155060,                             Ивановская обл, Ильинский район, пос. Ильинское-Хованское, ул. Советская, д. 13                        ",,"
				Ильинское, ЗАО							","+7 (49353) 21257 , +7 (49353) 33143"
"
                            307108,                              Курская обл., Фатежский район, с. Сотниково                        ",,"
				Престиж, ООО							",+7 (47144) 31540
"
                                                        Магаданская область, Ольский район, пгт Ола                        ",,"
				Дзауров Б. А., КФХ (ИП)							",
"
                            306824,                             Курская обл., Горшеченский район, с. Старомеловое                        ",,"
				Волна, ООО							",+7 (47133) 21402
"
                            391964,                             Рязанская обл., Ряжский район, г. Ряжск, ул. Малиновый Овраг, д. 17                        ",,"
				Шувалово, СПК							",+7 (49132) 21588
"
                            423521,                             Татарстан респ, Заинский район, г. Заинск, ул. Заводская, д. 1                        ","В составе холдинга «Агросила, АО»","
				Займолоко МК, ООО				,			","+7 (917) 3973103, +7 (85558) 77347"
"
                                                        Архангельская обл., Каргопольский р-н., п. Пригородный                        ",,"
				Колегичев Николай Александрович, ИП							",
"
                            297510,                              Крым респ., Симферопольский район, с. Широкое, ул. Ленина, д. 26                         ",,"
				Широкое, АО							","(3652) 32-41-16; 32-48-24,shirokoe.secretar@mail.ru"
"
                                                        Псковская область, Великие Луки                        ",,"
				Кузнеченкова О. М., ИП КФХ							",
"
                                                        Орловская обл., Новодеревеньковский район, с. Старогольское, Старогольский с/с                        ",,"
				Богоявленское, ООО							",+7 (495) 7977993
"
                            155245,                              Ивановская обл., Родниковский район, с. Сосновец, ул. Центральная, д. 13                        ",,"
				Искра, СПК							","+7 (49336) 42560, +7 (49336) 42531 "
"
                            353712,                             Краснодарский край, Каневской район, ст-ца Привольная, ул. 60 лет ВЛКСМ, д. 113                        ",,"
				Лоджим, ЗАО							","+7 (86164) 48653, +7 (861) 6453680"
"
                            363330,                             Северная Осетия - Алания респ., Ардонский район, г. Ардон, ул. Ленина, д. 41                        ",,"
				Ардон, СПК							","8 (918) 709-20-20, +7 (867) 3230490,spkardon@bk.ru"
"
                            399704,                             Липецкая обл., Становлянский район, с. Ламское, ул. Победы, д. 12                        ",,"
				АФ Заречье, АО							","Липецкая обл., Становлянский район, с. Ламское, ул. Победы, д. 12"
"
                            399231,                             Липецкая обл., Задонский район, с. Скорняково, ул. Советская, д. 12                        ",,"
				Агрофирма Тихий дон, ООО							","+7 (919) 1639115 , +7 (47471) 35617"
"
                            306046,                             Курская обл., Золотухинский район, с. Гремячка                        ",,"
				Русь, СХПК							","+7 (825) 5121744, Факс +7 (825) 5121940,shpk2015@yandex.ru"
"
                            617031,                             Пермский край, Ильинский район, деревня Новая Каменка, Лесная улица, дом 2                        ",,"
				Боровских А. А., КФХ							",(34276)931-34 
"
                            391920,                             Рязанская обл., Ухоловский район, рабочий пос. Ухолово, ул. Совхозная, д. 20А                        ",,"
				Маяк, СПК							",+7 (49154) 51687
"
                                                        Республика Хакасия, Усть-Абаканский район, аал Сапогов, ул Набережная, д 1Б                        ",,"
				Сибирь Агро, ООО							",(390) 322-81-44
"
                            188831,                             Ленинградская обл., Выборгский район, пос. Волочаевка, ул. Мира, д. 1/А                        ","В составе холдинга «ИНЖЕНЕРНАЯ КОМПАНИЯ, ООО»","
				Цвелодубово, ООО				,			",+7 (81378) 65123
"
                            652252,                             Кемеровская обл, Тяжинский район, пос. Валерьяновка, ул. Средняя, д. 15 кв. 1                        ",,"
				БОРОВСКОЙ, КОЛХОЗ 							","+7 (38449) 21398 , +7 (38449) 31194 , +7 (38449) 31196 , +7 (824) 4921398"
"
                            369121,                             Карачаево-Черкесская респ., Прикубанский район, с. Николаевское, ул. Кооперативная, д. 9                        ",,"
				Авангард, ООО (КЧР)							","+7 (928) 0343316 , +7 (928) 3968391 , +7 (928) 3974040"
"
                            618110,                             Пермский кр, Оханский район, с. Андреевка, ул. Победы, д. 1                        ",,"
				Андреевка СП, ООО							","+7 (34279) 34501, +7 (34279) 34524, +7 (34279) 34475, +7 (34279) 34535,andreevka.sp@yandex.ru"
"
                                                        Россия, Нижегородская область, Борский район, д.Зрилки                        ",,"
				Землеугодие, ООО							",
"
                            606364,                             Нижегородская обл., Большемурашкинский район, д. Чернуха, ул. Новая                        ",,"
				Надежда, ПСХ ООО							","+7 (83167) 56634, +7 (910) 7922243, +7 (83167) 56758 "
"
                            152010,                             Ярославская обл., Переславский район, д. Горки                        ",,"
				Имени В.И. Ленина, ЗАО							","+7 (48535) 42312, +7 (48535) 43545, +7 (48535) 73523"
"
                            672516,                             Забайкальский край, Читинский р-н, с. Беклемишево, ул. Совхозная, д. 1.                        ",,"
				Беклемишевское КП, ПК							","(3022) 26-56-72, +7 (302) 2374241,beklemishevo_kp@mail.ru"
"
                            678103,                             Саха /Якутия/ респ., Олекминский у, г. Олекминск, ул. Мелиораторов, д. 3                        ","В составе холдинга «АЛМАЗЫ АНАБАРА, АО»","
				Кладовая Олекмы, ООО				,			","+7 (411) 3840508,
                            ,
                        "
"
                            628322,                             Ханты-Мансийский автономный округ - Югра, Нефтеюганский район, Чеускино с., 1                        ",В составе холдинга «Государственная собственность»,"
				Чеускино, НР МУП				,			","(34612) 9 14 27, (34612) 9 14 30,kolhoz-cheuskino@rambler.ru"
"
                            427550,                             Удмуртская респ., Балезинский район, д. Шур, ул. Садовая, д. 2                        ",,"
				Колчин и сын, КФХ							","+7 (912) 4484270, +7 (34166) 50108"
"
                            249111,                             Калужская обл., Тарусский район, с. Алекино                        ",,"
				Трубецкое, ООО							","+7 (48435) 33631,umx@kaluga.ru"
"
                            368036,                             Дагестан респ, Хасавюртовский район, с. Цияб Ичичали                        ",,"
				Имени Дахадаева, СПК							",
"
                            214510,                             Смоленская обл., Смоленский район, д Богородицкое, ул. Пригородная, д. 1                        ",В составе холдинга «Государственная собственность»,"
				Смоленское по племенной работе, ОАО				,			",+7 (4812) 417992
"
                            676340,                             Амурская обл., Шимановский район, с. Нововоскресеновка, ул. Школьная, д. 7А                        ",,"
				Амур, СПК							", +7 (41651) 97742
"
                            157085,                             Костромская обл, Сусанинский р-н, д.Попадьино, ул.Зеленая, д 2                        ",,"
				Яхноболь, ООО							","+7 (49434) 91540 , +7 (49435) 91540 , +7 (960) 7494785 , +7 (960) 7388830"
"
                            249007,                              Калужская обл., Боровский район, д Кривское, ул. Сельскохозяйственная, д. 10/3                        ",,"
				Кривское, АО							","+7 (484) 3842080,  +7 (48438) 49494,  +7 (48438) 69454,  +7 (823) 3842080,zaokrivskoe@mail.ru, pravo-obninsk@mail.ru"
"
                            307082,                             Курская обл., Тимский район, с. Пахонок, ул. Новая, д. 10                        ",,"
				Заря, ПСХК							","+7 (47153) 21939,pshk.z@mail.ru"
"
                                                        Свердловская область, Талицкий городской округ, поселок Кузнецовский                          ",,"
				Глазырин Максим Владимирович, КФХ 							",
"
                                                        Рязанская область, Александро-Невский, село Березово                        ","В составе холдинга «ЭкоНива - АПК Холдинг, УК»","
				МТФ Березово (ОКА Агро)				,			","8 (49138) 7-94-44, +7 (985) 3649133,
                            ,
                        ,intensiv.avangard@yandex.ru, office@oka-agro.ru"
"
                                                        Саратовская область, Ровенский район, Ровное                        ",,"
				Чичоян Мехак ИП							",
"
                            671340,                             Республика Бурятия, Мухоршибирский район, с. Мухоршибирь, ул. Пионерская, 38                        ","В составе холдинга «Молоко Бурятии, АО»","
				Агротопводстрой, АО				,			","(30143) 21-397, 22-356,sazhina.natali@yandex.ru"
"
                            678023,                             Республика Саха (Якутия), Хангаласский у, с. Улахан-Ан, ул. Молодежная, д. 38                        ","В составе холдинга «Алроса, АК»","
				Конезавод Берте, ООО				,			",+7 (41144) 27194
"
                                                        Пензенская область, Шеймышейский район, с. Русская Норка                        ",,"
				Тоцкий Н., КФХ							",
"
                            399451,                             Липецкая обл., Добринский район, с. Паршиновка                        ",,"
				Битюг, ООО							",+7 (47462) 21148
"
                            353020,                             Краснодарский край, Новопокровский район, ст-ца Новопокровская, ул. Почтовая, д. 32                        ",,"
				Кубань, ОАО							","(8-86149) 7-16-80, 7-33-62 ,
                            ,
                        ,kuban-npk@mail.ru "
"
                            367008,                             Дагестан респ., г. Махачкала, ул. Шота Руставели, д. 10                        ",,"
				Агрофирма Цовкра-2, СПК							",
"
                                                        Калужская область, городской округ Калуга, д. Ильинка                        ",,"
				Тарасенков В. Г., КФХ ИП							",
"
                            628163,                             Ханты-Мансийский Автономный округ - Югра АО, г.Белоярский, ул.Ратькова, д.10                        ",В составе холдинга «Государственная собственность»,"
				Белоярское СП, ООО				,			","37081,  Факс  37053,bel_sovhoz@mail.ru"
"
                            182681,                             Псковская обл., Дновский район, д. Выскодь                        ",,"
				Красное знамя, ООО							","+7 (81135) 23331 , +7 (81135) 23348 , +7 (81135) 23366,
                                ,
                                ,
                            ,
                                ,
                                ,
                            "
"
                            182714,                             Псковская обл., Дедовичский район, д Дубровка, ул. Центральная, д. 35                        ","В составе холдинга «Милка, ООО (ГК Терра Нова)»","
				Дубровка, ООО				,			","+7 (811) 3698525 , +7 (81136) 98541"
"
                            399422,                             Липецкая обл, Добринский район, д. Заря (Мазейский С/С)                        ",,"
				Добринский, ООО СХП							",+7 (920) 5163068
"
                            422834,                             Караталга, Татарстан                        ","В составе холдинга «Красный Восток-Агро, ООО УК»","
				Ленино, ЖК				,			","
                            ,
                        "
,,,
"
                            182662,                             Псковская обл., Порховский район, д Лютые Болоты                        ",,"
				Порховский, СПК							",+7 (81134) 91446
"
                            155450,                             Ивановская обл., Юрьевецкий район, C Тихон-Воля                        ",В составе холдинга «ЮРЬЕВЕЦКИЙ КУМИЗО»,"
				Юрьевецкое, ОАО				,			",+7 (49337) 25145
"
                            155714,                             Ивановская обл, Савинский район, с. Вознесенье                        ",,"
				Родина, СПК							",+7 (49356) 93143
"
                            297518,                             Крым, пгт. Гвардейское, пер. Больничный 8                        ",,"
				Генезис, КФХ							","(3652) 32-32-51,fh.genezis55@gmail.com"
"
                            682925,                             Хабаровский край, Имени Лазо район, с. Полетное, ул. Колхозная, д. 19                        ",,"
				Полетное, ООО							","+7 (896) 2873828, +7 (914) 4251323 ,spksokol27@mail.ru"
"
                            396460,                             Воронежская обл, Верхнемамонский район, с. Верхний Мамон, ул. Строительная, д. 1                        ",,"
				Хлебороб, ООО							",+7 (47355) 56532
"
                            396700,                             Воронежская обл., Кантемировский район, с. Митрофановка, ул. Большевик, д. 32                        ",,"
				Рассвет, СХА							","+7 (47367) 63372, +7 (47367) 63382"
"
                            629802,                             Ямало-Ненецкий а.о., г. Ноябрьск, тер. Промузел Пелей Панель 9                        ",В составе холдинга «Государственная собственность»,"
				Ноябрьский, МУП СХК				,			","+7 (3496) 396245, +7 (3496) 394265, +7 (3496) 396205,mypsxknoyabrsk.6@mail.ru"
"
                            397464,                             Воронежская обл., Таловский район, пос. Михинский, ул. Центральная, д. 88                        ",,"
				Знамя Октября, ФГУП							",+7 (47352) 67145
"
                            677005,                             Саха /Якутия/ респ., г. Якутск, ул. Шавкунова, д. 103 корп. 1                        ",В составе холдинга «Государственная собственность»,"
				Багарах, ООО				,			","+7 (914) 2783642,  +7 (914) 2713518,  +7 (964) 4240068 ,bagarakh@mail.ru"
"
                            396888,                             Воронежская обл., Нижнедевицкий район, с. Скупая Потудань, ул. Ленина, д. 38                        ",,"
				Потудань, ООО СП							",+7 (47370) 76335
"
                            391926,                             Рязанская обл., Ухоловский район, с. Дегтяные Борки, ул. Молодежная, д. 8                        ",,"
				Заря, СПК							","+7 (49154) 55555,spkzaria@mail.ru"
"
                            353232,                             Краснодарский край, Северский район, пгт. Ильский                        ",,"
				АК Солнечный, ООО							",+7 (822) 0556292
"
                            164210,                             Архангельская обл., Няндомский район, пос. Шалакуша, ул. Заводская, д. 12                        ",,"
				Колхоз имени Ленина, СПК							","+7 (81838) 31195 , +7 (818) 3831631"
"
                            649461,                             Алтай респ., Усть-Канский район, с. Яконур, ул. Колхозная, д. 48                         ",,"
				Мак, СПК							","+7 (388) 4725387 ,	"
"
                            676975,                             Амурская обл, Тамбовский район, с. Садовое, пер. Озерный, д. 4                        ",,"
				Садовое, ФГУП							","+7 (41638) 30148 , +7 (41638) 30126"
"
                                                        Республика Дагестан, Хунзахский р-н, с.Батлаич                        ",,"
				Племенной завод имени Дудара Алиевича СПК							",8 (928) 532-94-20
"
                                                        Кировская область, пгт Лебяжье, ул Профсоюзная, д 16                        ",,"
				Исток, КФХ							",
"
                            399333,                             Липецкая обл., Усманский район, с. Куликово, ул. Луткова, д. 32                        ","В составе холдинга «ВОСХОД, ООО»","
				Усманский агрокомплекс, ООО				,			","+7 (920) 5205558 , +7 (920) 5135557"
"
                            309812,                             Белгородская обл., Алексеевский район, с. Алейниково                        ",,"
				Алейниково, СПК							",+7 (472) 3475419
"
                            391323,                             Рязанская обл., Касимовский район, с. Ибердус                         ",,"
				Ибердус, ООО							",+7 (920) 9989089
"
                            397004,                             Воронежская обл., Эртильский район, пос. Марьевка, ул. Советская, д. 21                        ",В составе холдинга «Сухочев Н. В.»,"
				Ленинский путь, ООО				,			","7 (47345) 2 17 01,leninskiy.put@yandex.rul"
"
                            182859,                             Псковская обл., Бежаницкий район, д Махново                        ",,"
				Озерный, ООО							","+7 (811) 4121472 , +7 (911) 3701654, Факс +7 (811) 4123117"
"
                            156513,                             Костромская обл., Костромской район, пос. Шувалово, ул. Рабочая, д. 1 корп. Б литера Б оф. 1                        ",,"
				Шуваловское молоко, ООО							","+7 (915) 9162899 , +7 (960) 7384433"
"
                            391885,                             Рязанская обл., Сараевский район, с. Муравлянка, ул. Центральная                        ","В составе холдинга «Агропромхолдинг Развитие регионов, ЗАО»","
				Светлый путь, ООО				,			",+7 (49148) 33478
"
                            182646,                             Псковская обл., Порховский район, д. Дубровно                        ",,"
				Дубровно, СПК							",+7 (81134) 73143
"
                            613440,                             Кировская обл., Нолинский район, г. Нолинск, ул. Федосеева, д. 38                        ","В составе холдинга «Дороничи, АГ»","
				Майский, ООО				,			","+7 (833) 6821948 , +7 (83368) 21947 ,mai613440@yandex.ru"
"
                            423962,                             село Ютаза Ютазинский район, Республика Татарстан, Россия                        ",,"
				Вафауллин А.А. , КФХ							",
"
                            181376,                             Псковская обл., Пушкиногорский район, с. Велье                        ",,"
				Смена, СПК (Пушкиногорский район)							"," +7 (81146) 94341,
                                ,
                                ,
                            "
"
                            296534,                             Крым респ., Сакский район, с. Зерновое, ул. Школьная, д. 3                        ",,"
				Юбилейный, СПК							","(36563) 9-99-34,young1235@gmail.com"
"
                            671202,                             Республика Бурятия, Кабанский район ,с.Борки, ул.Молодежная 40                        ",,"
				Твороговский, СПК							","(8301-38) 91-3-93, +7 (30138) 82380,SpkTvorogovo@yandex.ru"
"
                            390523,                             Рязанская обл., Рязанский район, с. Заборье, ул. Павлова                        ",,"
				Заборье, ЗАО							",+7 (4912) 287992
"
                            368105,                             Республика Дагестан, Кизилюртовский р-н, с. Стальское                        ",,"
				СПК им. У. Буйнакского							",8 (988) 788-09-28
"
                                                        Россия, Свердловская область, Режевский район, с Глинское, ул Космонавтов, д 15                        ",,"
				Глинский, СПК							","+7 (34364) 53188, Факс +7 (34364) 53195,agroskdlinskiy@mail.ru"
"
                            303375,                             Орловская обл., Малоархангельский район, с. Первая Ивань                        ",,"
				Имени Кирова, СПК							",+7 (48679) 23533
"
                            180520,                             Псковская обл., Псковский район, д Ершово                        ",,"
				Ершовский, СХПК							","+7 (811) 2679832,erchovo@mail.ru"
"
                            162393,                             Вологодская обл., Великоустюгский район, д. Будрино, д. 2 корп. А                        ",,"
				Северодвинец, ООО							","+7 (81738) 22909, +7 (81738) 20117, +7 (921) 1442500, +7 (817) 3873171, +7 (81738) 22535 ,krasnoe_pole@inbox.ru"
"
                                                        Республика Дагестан, Гунибский р-н, с. Согратль                        ",,"
				Агрофирма СПК							",8 872 267-05-29
"
                            617725,                             Пермский край, Куединский район, д. Урада                        ",,"
				За Мир, СПК							","+7 (34262) 26547,zamirurada@mail.ru"
"
                            669403,                             Иркутская обл, Нукутский район, д. Тангуты, ул. Верхняя, д. 4                        ",,"
				Ак Тай, ООО							",+7 (924) 5316211
"
                            173012,                             Новгородская обл., Новгородский район, д Болотная, д. 7                        ",В составе холдинга «Государственная собственность»,"
				Вяжищи, МУСХП				,			","+7 (816) 2242037,musp-vz@yandex.ru"
"
                            391520,                             Рязанская обл., Шиловский район, д Ибредь                        ",,"
				Ибредское, ООО							",+7 (491) 3626116
"
                            632103,                             Новосибирская обл, Татарский район, д. Неудачино, ул. Центральная, д. 54                        ",,"
				Неудачино, ЗАО							","+7 (38364) 51431, +7 (38364) 51432, +7 (383) 6451345, +7 (38364) 51347, +7 (963) 5277028"
"
                            353505,                             Краснодарский кр, Темрюкский район, г. Темрюк, ул. Молодежная, д. 1                        ",В составе холдинга «Государственная собственность»,"
				Правобережный, ФГУП				,			","+7 (86148) 99224,rissovhoz.temruk@yandex.ru"
"
                            157821,                             Костромская обл, Нерехтский район, д. Хомутово, ул. Победы, д. 4                        ",,"
				Нива, СПК (Нерехтский район)							",+7 (494) 3144116
